0,1000,11690.0,7240.0,0.6
0,5000,66941.0,40992.0,3.2
0,10000,155528.4,84306.6,5.6
0,50000,914643.4,503985.6,27.8
0,100000,1989762.0,1088998.0,57.4
0,500000,11660600.0,6253076.0,286.8
1,1000,497446.0,249722.0,0.2
1,5000,12477500.0,6243740.0,10.4
1,10000,49952600.0,24986320.0,41.0
1,50000,1249844000.0,624973200.0,1030.2
1,100000,4999740000.0,2499970000.0,4132.0
1,500000,124998200000.0,62499680000.0,103855.2
2,1000,7483.0,19952.0,0.0
2,5000,46139.0,123616.0,0.0
2,10000,99772.0,267232.0,0.0
2,50000,584479.0,1568930.0,1.4
2,100000,1243950.0,3337860.0,4.2
2,500000,7100730.0,18951400.0,22.8
3,1000,3327.0,15308.0,0.0
3,5000,24817.0,109268.0,0.0
3,10000,52956.0,231824.0,0.0
3,50000,324343.0,1397370.0,1.2
3,100000,690051.0,2960200.0,3.2
3,500000,3176890.0,13707600.0,17.4
4,1000,550135.0,274569.0,1.8
4,5000,13751800.0,6873420.0,25.4
4,10000,54985900.0,27488000.0,99.8
4,50000,1372110000.0,686032000.0,2456.4
4,100000,5497410000.0,2748660000.0,9945.6
4,500000,137652000000.0,68825800000.0,245180.8
0,1000,10457.0,6086.0,0.6
0,5000,64590.0,40175.0,2.4
0,10000,155334.0,91115.2,5.0
0,50000,943447.0,531177.2,31.0
0,100000,1962780.0,1057396.0,57.4
0,500000,11363240.0,6122882.0,281.2
1,1000,495578.0,248788.0,0.2
1,5000,12491600.0,6250820.0,10.8
1,10000,49993040.0,25006520.0,41.2
1,50000,1249810000.0,624956200.0,1024.4
1,100000,4999672000.0,2499938000.0,4100.8
1,500000,124998600000.0,62499860000.0,102564.0
2,1000,7483.0,19952.0,0.0
2,5000,46139.0,123616.0,0.0
2,10000,99772.0,267232.0,0.0
2,50000,584479.0,1568930.0,1.0
2,100000,1243950.0,3337860.0,4.0
2,500000,7100730.0,18951400.0,22.2
3,1000,9182.0,38728.0,0.0
3,5000,57712.0,240848.0,0.0
3,10000,125282.0,521128.0,0.0
3,50000,743626.0,3074500.0,3.0
3,100000,1586790.0,6547170.0,7.6
3,500000,9080420.0,37321700.0,43.2
4,1000,498504.0,248753.0,1.0
4,5000,12492500.0,6243750.0,22.4
4,10000,49985000.0,24987500.0,89.0
4,50000,1249920000.0,624937000.0,2218.6
4,100000,4999850000.0,2499880000.0,8876.4
4,500000,124999000000.0,62499400000.0,221212.6
